Provinsi,Kab/Kota,Tanggal,Latitude,Longitude,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,rain,surface_pressure,cloud_cover,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,Kebakaran
Jawa Timur,Jombang,2024-10-25,-7.561464,112.2413044,28.240583,71.0526,22.067667,0.045833334,0.045833334,1005.10126,15.583333,0.2541137,1.251739,14.260004,23.378365,214.65369,30.164999,0.23725,0.2175,Yes
Kepulauan Bangka Belitung,Belitung Timur,2024-10-26,-2.9164574,108.0037218,28.074083,80.64149,24.196999,0.020833334,0.020833334,1007.0241,40.75,0.2050029,0.8199376,7.9903626,14.755303,175.59724,16.215,0.20983334,0.17004167,Yes
Jawa Timur,Sumenep,2024-10-26,-7.006745,113.8598666,29.465084,67.15272,21.760916,0.008333334,0.008333334,1007.4813,12.625,0.25344834,1.583989,6.523658,10.372961,209.98062,16.695,0.20658334,0.16083333,Yes
Aceh,Aceh Barat,2024-10-26,-3.9839496,103.3249505,24.165335,72.68331,18.477833,0,0,938.5648,45.708332,0.21959415,0.97802764,7.4758277,10.496341,209.59514,18.045,0.25554168,0.24175,Yes
Sumatera Barat,Sijunjung,2024-10-27,-0.6964425,100.9936303,26.474583,75.641304,21.224583,0,0,990.6901,73.25,0.22072871,1.044708,6.1721745,10.0880575,238.17601,16.41,0.31170833,0.36141667,Yes
Jawa Timur,Bondowoso,2024-10-27,-7.9451279,113.882059,26.384583,74.51733,21.130417,0.041666668,0.041666668,975.09375,49.708332,0.23143922,0.989026,16.744297,25.167757,201.70238,34.35,0.09370834,0.058,Yes
Jawa Barat,Garut,2024-10-28,-6.934217,107.722257,23.737667,80.20111,19.746,0.041666668,0.041666668,935.2039,46.25,0.18449983,0.70205474,5.2446046,7.895539,83.73619,15.87,0.25216666,0.18325,Yes
Sulawesi Tengah,Banggai Kepulauan,2024-02-17,-1.3518454,123.1808567,28.4375,65.42348,21.002083,0,0,995.74316,63.875,0.25149018,1.4153411,10.194778,17.499298,125.96141,25.32,0.10791667,0.15116666,Yes
Riau,Kota Dumai,2024-01-15,1.657172,101.426666,25.637583,91.070816,24.018833,0.52916664,0.52916664,1008.63855,98.833336,0.1096114,0.31391338,4.8969827,7.6217136,183.9318,14.099999,0.39679167,0.40041667,No
Jawa Barat,Bandung,2024-01-07,-6.9342173,107.7222573,22.8835,88.15473,20.735582,1.25,1.25,935.9953,96.625,0.12472805,0.3607087,3.091812,4.0966015,170.40138,10.905,0.41970834,0.41445833,No
Sumatera Utara,Kota Medan,2024-01-22,3.572702,98.673415,26.560083,83.65263,23.366333,0,0,1008.697,96.291664,0.17997333,0.6381492,7.812966,13.5523615,300.73898,16.02,0.35075,0.36441666,No
Jawa Tengah,Kota Semarang,2024-01-03,-7.06067745,110.4435859,25.573,90.85645,23.9105,0.32083333,0.32083333,985.6363,95.875,0.13973367,0.31932282,6.074612,8.739707,228.98152,15.809999,0.48579165,0.45783332,No
Kalimantan Timur,Kota Samarinda,2024-01-29,3.08018,117.240926,26.40575,80.368706,22.591166,0.058333334,0.058333334,1010.0637,99.875,0.15619995,0.725885,7.505432,13.518543,126.36403,16.529999,0.37816668,0.38099998,No
Sulawesi Selatan,Kota Makassar,2024-01-11,-5.13504075,119.4079711,26.876667,84.40238,23.99125,0.5125,0.5125,1007.67755,100,0.15712982,0.56550235,8.936207,12.512397,162.006,20.505,0.34845832,0.31870833,No
Banten,Kota Serang,2024-01-18,-6.1261551,106.1631533,26.730917,87.31477,24.33925,0.24583334,0.24583334,1005.1653,99.25,0.11627765,0.48119944,5.3341894,8.650033,227.76224,12.705,0.38395834,0.36020833,No
Bali,Kota Denpasar,2024-01-05,-8.668324,115.220027,26.6865,87.419174,24.371916,0.2,0.2,1008.6078,100,0.11808095,0.45612296,4.5016904,5.643538,228.07648,12.75,0.16645834,0.061166666,No
Nusa Tenggara Barat,Mataram,2024-01-25,-8.58499,116.08571,27.792583,80.97366,24.1405,0.083333336,0.083333336,1010.8113,90.458336,0.20862202,0.74195254,10.983541,17.385029,324.1412,24.269999,0.19995834,0.19845833,No
Papua,Kota Jayapura,2024-01-09,-2.5387539,140.7037389,25.58025,94.76047,24.644833,0.85833335,0.85833335,1001.4885,97.375,0.065328956,0.18385957,2.8093934,4.028743,199.89613,9.585,0.33345833,0.337125,No
Sumatera Selatan,Kota Palembang,2024-02-14,-2.976938,104.734354,25.627834,93.689224,24.484083,1.6458334,1.6458334,1010.8678,99.666664,0.112149075,0.22945105,6.416707,11.118892,293.21622,16.425,0.42629167,0.42641667,No
Jawa Timur,Kota Surabaya,2024-02-03,-7.2429444,112.7412666,26.317665,89.9177,24.453083,0.52916664,0.52916664,1009.9931,99.041664,0.114104934,0.37308335,7.370482,12.922928,280.01755,16.635,0.37045833,0.33741668,No
Kalimantan Barat,Kota Pontianak,2024-02-27,-0.0226903,109.3447488,26.073915,92.35786,24.640583,0.27083334,0.27083334,1009.2917,93.083336,0.15281166,0.29711348,5.0488753,8.298024,139.13416,14.295,0.37495834,0.36675,No
Sulawesi Utara,Kota Manado,2024-02-08,1.4647869,124.8286069,27.216,82.98415,24.018084,0.05,0.05,1010.88403,92.666664,0.18154453,0.6362726,5.4411674,7.1897373,156.12228,16.32,0.24525,0.252875,No
Lampung,Bandar Lampung,2024-02-19,-5.4460713,105.2643742,26.825832,89.399315,24.807083,0.19583334,0.19583334,1009.54083,82.125,0.15899023,0.42506,7.5800834,13.166539,261.17078,17.97,0.480125,0.48429167,No
Aceh,Kota Banda Aceh,2024-02-11,-3.9839496,103.3249505,23.152834,84.67378,20.296583,0.3375,0.3375,942.30493,66.708336,0.1763723,0.47758257,3.1235852,4.4077272,185.99593,11.429999,0.4125,0.4075,No
Sumatera Barat,Kota Padang,2024-02-22,-0.9247587,100.3632561,27.175083,79.756226,23.327168,0.016666668,0.016666668,1010.4148,85.541664,0.16816713,0.74756736,4.4275384,5.0492268,144.53618,12.165,0.382875,0.39383334,No
Jambi,Kota Jambi,2024-02-05,-1.6296917,103.6077806,25.953499,92.87132,24.666,0.52916664,0.52916664,1010.73065,99.75,0.1070219,0.25872377,6.127489,10.479545,240.11462,13.754999,0.48679167,0.48025,No
Bengkulu,Bengkulu,2024-02-17,-3.7922858,102.2623797,25.751415,93.47272,24.55975,1.1708333,1.1708333,1009.0468,99.291664,0.13967623,0.2428811,4.283474,6.5767326,112.19033,12.525,0.42229167,0.42516667,No
Gorontalo,Kota Gorontalo,2024-02-01,0.5384433,123.0594971,26.951,82.47039,23.605165,0.07083333,0.07083333,1011.0316,98.833336,0.12228694,0.659895,6.6854267,10.768286,332.23352,18.539999,0.19320834,0.20870833,No
Maluku,Kota Ambon,2024-03-12,-3.6946704,128.1810142,28.045752,82.94246,24.791584,0.020833334,0.020833334,1007.82074,99.208336,0.16768168,0.67865336,14.373087,23.801048,335.39853,35.864998,0.38920835,0.3995,No
Papua Barat,Kota Manokwari,2024-03-24,-2.450488,133.141988,27.472168,84.60423,24.580502,0.05,0.05,1007.7166,94.208336,0.15550566,0.590251,8.100782,11.723758,112.23596,19.605,0.37475,0.38645834,No
Kalimantan Selatan,Kota Banjarbaru,2024-03-07,-3.4397517,114.8309351,26.740751,88.71173,24.611584,0.73333335,0.73333335,1005.0897,99.875,0.13732052,0.44095024,6.0688987,10.101876,159.96088,15.9,0.5919167,0.5969167,No
Nusa Tenggara Timur,Kupang,2024-03-19,-10.1632209,123.6017755,27.337915,83.90821,24.314999,0.083333336,0.083333336,1002.26886,84.375,0.19109184,0.60697603,10.006715,14.456094,292.89944,21.675,0.38679168,0.38925,No
Sulawesi Tengah,Kota Palu,2024-03-02,-2.819032,122.131638,26.821167,91.40455,25.271168,0.37916666,0.37916666,1007.7217,95.458336,0.16906498,0.3163974,4.2987456,5.165514,122.78535,13.665,0.48633334,0.46783334,No
Sulawesi Tenggara,Kota Kendari,2024-03-28,-4.12762,123.093886,23.040667,90.649864,21.282333,0.25416666,0.25416666,939.1118,95.333336,0.1679876,0.30841216,2.5812566,3.6001096,208.59134,13.469999,0.396,0.39120835,No
Maluku Utara,Kota Sofifi,2024-03-15,-1.587321,127.435913,26.939917,85.07852,24.169085,1.2333333,1.2333333,1000.66113,97.166664,0.16419694,0.55087507,7.614825,12.23236,195.47876,18.57,0.48554167,0.47191668,No
Papua Tengah,Kota Nabire,2024-03-09,-2.450488,133.141988,26.838835,88.88798,24.634666,0.9625,0.9625,1004.81055,85.541664,0.20599999,0.4649119,5.803369,8.542119,168.54872,16.86,0.42008334,0.41825,No
Papua Pegunungan,Jayawijaya,2024-03-21,-4.11527865,138.9650306,18.979,86.36713,16.564417,0.24166667,0.24166667,840.44183,93.541664,0.1179773,0.32473972,2.6156666,3.7043874,157.0951,12.375,0.41345835,0.418375,No
Papua Selatan,Kota Merauke,2024-03-04,-4.045911,139.248353,14.530666,90.177,12.911917,0.14583334,0.14583334,756.9613,97.958336,0.1352903,0.16714495,4.8395324,5.7553425,129.99886,16.14,0.40066665,0.405125,No
Papua Barat Daya,Kota Sorong,2024-04-17,-0.8634105,131.2544805,26.454416,91.20073,24.798166,0.3125,0.3125,1005.86005,87.833336,0.14819802,0.33994406,5.8989277,8.695591,150.38152,15.224999,0.49383333,0.49154165,No
Riau,Indragiri Hilir,2024-04-09,-0.516217,102.930472,26.940084,92.583336,25.502584,1.2791667,1.2791667,1008.3972,97.291664,0.16639623,0.3194369,4.241912,7.029282,277.00967,12.554999,0.41320834,0.41175,No
Jawa Barat,Bogor,2024-04-25,-6.934217,107.722257,23.33975,89.26871,21.425167,0.69166666,0.69166666,934.0018,99.875,0.108944304,0.3282038,3.65475,5.0156913,141.21155,11.49,0.42029166,0.41529167,No
Sumatera Utara,Deli Serdang,2024-04-03,3.69524335,98.83107449,27.8585,84.469444,24.887667,0.09166667,0.09166667,1009.1126,90.166664,0.19857673,0.62843454,7.7148194,11.1959305,210.41759,18.975,0.18091667,0.16666667,No
Jawa Tengah,Magelang,2024-04-14,-7.4704907,110.2145487,24.7405,90.60791,23.05925,1.3,1.3,970.4264,87.541664,0.14260171,0.31209835,3.984775,5.123766,260.27084,11.115,0.499625,0.508,No
Kalimantan Timur,Kutai Kartanegara,2024-04-28,0.19563305,116.2004167,26.672499,92.91507,25.368332,0.5833333,0.5833333,1001.8712,91,0.118581034,0.27332464,6.022767,11.545463,91.96008,15.405,0.40766668,0.39295834,No
Sulawesi Selatan,Gowa,2024-04-06,-4.822433,119.495071,28.029833,84.925964,25.15275,0.20833333,0.20833333,1008.1458,63.333332,0.20409241,0.6139199,5.112501,6.5418305,182.43253,13.125,0.36104167,0.37091666,No
Banten,Tangerang,2024-04-20,-6.315982,106.677513,26.729584,88.78378,24.5775,1.0041667,1.0041667,1002.236,100,0.14939064,0.44851512,5.109303,7.0799975,129.92606,14.295,0.487875,0.47395834,No
Bali,Badung,2024-04-11,5.887897,10.011026,21.116083,77.86691,17.043165,0.24583334,0.24583334,867.7124,99.875,0.12585911,0.58018,5.709785,9.712093,123.070854,18.195,0.48375002,0.47958332,No
Nusa Tenggara Barat,Lombok Tengah,2024-04-01,-8.703071,116.2899373,26.143333,89.12324,24.135,0.25,0.25,998.4918,99.083336,0.13797979,0.39945343,6.303915,10.767887,101.3065,16.275,0.45129165,0.38408333,No
Papua,Merauke,2024-05-22,-8.4902766,140.395582,26.939583,79.468796,23.03125,0.0375,0.0375,1009.1921,94.791664,0.16487306,0.7495642,17.438248,27.02173,120.52327,35.309998,0.56133336,0.5705417,No
Sumatera Selatan,Musi Banyuasin,2024-05-13,-3.0369543,104.7948119,26.25025,94.04577,25.158585,0.35833332,0.35833332,1008.3381,95.333336,0.113705404,0.23085593,4.8110423,8.134469,167.08409,12.675,0.41508335,0.41808334,No
Jawa Timur,Malang,2024-05-29,-7.9771308,112.6340265,24.83725,78.23953,20.553915,0.016666668,0.016666668,960.6213,28.916666,0.17097706,0.75185317,4.1981273,5.3570266,208.42384,13.184999,0.31558332,0.32254165,No
Kalimantan Barat,Sambas,2024-05-07,1.6084229,109.1811618,27.514334,87.783875,25.245583,0.041666668,0.041666668,1008.62665,79.625,0.13810588,0.4755453,5.3236694,7.9451423,214.12079,14.429999,0.353125,0.35820833,No
Sulawesi Utara,Minahasa,2024-05-18,1.196122,124.883889,23.593416,86.1631,21.058,0.054166667,0.054166667,934.11426,83.125,0.1634321,0.43125877,7.5722113,14.237346,202.8682,20.775,0.40366668,0.41266668,No
Lampung,Lampung Selatan,2024-05-04,-5.54148865,105.5110009,26.748167,89.875854,24.798166,0.06666667,0.06666667,1001.9357,97,0.15712242,0.41518503,3.80441,5.7511225,248.45094,11.8949995,0.37029165,0.37604168,No
Aceh,Aceh Besar,2024-05-25,-3.9839496,103.3249505,23.477833,87.199554,21.182001,0.058333334,0.058333334,938.61475,99.958336,0.07088007,0.38619542,3.6469479,4.369707,239.65472,8.535,0.41504166,0.42266667,No
Sumatera Barat,Agam,2024-05-10,1.7447435,33.0932897,22.426085,86.97639,19.949001,0.75,0.75,898.25275,87.041664,0.16302957,0.41123095,6.5025373,11.432838,154.28857,18.015,0.41154167,0.37783334,No
Jambi,Muaro Jambi,2024-05-16,-1.4783315,103.6764008,27.547667,86.27308,24.753916,0.325,0.325,1008.5288,88.916664,0.16211699,0.59360725,6.1877403,10.609234,189.04733,15.164999,0.40075,0.402625,No
Bengkulu,Bengkulu Tengah,2024-05-01,-3.7922858,102.2623797,26.478498,92.03407,25.018084,0.5958333,0.5958333,1005.8183,100,0.13482635,0.3037786,3.5680292,5.583023,144.24179,12.014999,0.41933334,0.422625,No
Gorontalo,Bone Bolango,2024-06-19,0.5384433,123.0594971,26.105165,87.02629,23.615582,0.7416667,0.7416667,1008.76025,97.041664,0.12966931,0.48127434,5.473345,8.640753,184.19154,17.58,0.35295832,0.29641667,No
Maluku,Maluku Tengah,2024-06-12,-3.1214456,129.4599922,20.878166,95.5505,20.134417,0.15,0.15,900.3809,100,0.086910665,0.11171826,3.0146496,5.3759756,172.46536,19.305,0.39904168,0.39783335,No
Papua Barat,Fakfak,2024-06-27,-2.9298174,132.2961612,25.574999,91.36955,24.004166,0.3375,0.3375,1005.3391,93.791664,0.09868541,0.30132404,2.9545662,4.6517735,137.29736,11.28,0.4005,0.40325,No
Kalimantan Selatan,Banjar,2024-06-05,-3.897138,115.152327,26.747915,85.16423,23.972916,0.23333333,0.23333333,1009.2402,94.041664,0.13348766,0.54654,8.918525,14.556174,132.74706,19.664999,0.41275,0.41241667,No
Nusa Tenggara Timur,Timor Tengah Selatan,2024-06-23,-9.82305125,124.4355953,19.286,82.09251,15.796416,0,0,921.217,79.375,0.13188334,0.4691802,8.448523,15.607093,119.45485,22.26,0.2335,0.23708333,No
Sulawesi Tengah,Poso,2024-06-08,0.8007,122.9233,26.243584,90.32906,24.468582,0.46666667,0.46666667,1008.19006,95,0.12904304,0.3570947,10.209437,16.515804,173.56999,24.84,0.39354166,0.3755,No
Sulawesi Tenggara,Kolaka,2024-06-14,-4.059702,121.605559,25.897917,83.65512,22.85625,0.045833334,0.045833334,1010.6797,84.625,0.15710595,0.57072157,4.796897,7.3735056,131.34929,14.669999,0.33175,0.30966666,No
Maluku Utara,Halmahera Barat,2024-06-01,1.36310545,127.5737958,25.396416,91.99829,23.89225,0.12916666,0.12916666,975.4027,79.708336,0.14943516,0.30047956,3.145587,4.8020134,145.58882,20.64,0.25558335,0.25554165,No
Papua Tengah,Puncak Jaya,2024-06-30,-3.7009102,137.9649142,17.181917,90.517235,15.511084,0.35,0.35,821.4898,92.583336,0.116110615,0.21756469,2.748485,3.6312854,133.01369,15.36,0.3875,0.36804166,No
Papua Pegunungan,Jayawijaya,2024-06-10,-4.11527865,138.9650306,19.433167,84.255165,16.237333,2.3166666,2.3166666,841.63025,82.833336,0.17037894,0.46808487,4.917677,7.563241,211.77138,18.36,0.40995833,0.40983334,No
Papua Selatan,Asmat,2024-07-17,-5.53144865,138.7896921,24.096832,83.87749,21.136415,0.0125,0.0125,1011.11945,99.875,0.067562625,0.49747676,8.6296835,15.476481,121.453514,19.965,0.5495833,0.55825,No
Papua Barat Daya,Raja Ampat,2024-07-09,-0.7125553,130.3034473,26.454166,83.73572,23.472918,1.1958333,1.1958333,1009.82086,99.625,0.13166691,0.56247294,8.266881,8.487971,97.87771,15.9,0,0,No
Riau,Kampar,2024-07-25,4.34273,101.155242,29.15175,71.45133,23.222584,0,0,1003.1886,90.541664,0.21277422,1.232499,8.02197,12.725566,165.94817,16.994999,0.2900417,0.33183333,No
Jawa Barat,Cirebon,2024-07-03,-5.52093,105.57282,26.48375,87.944435,24.14625,0.22916667,0.22916667,1008.50366,68,0.154349,0.48412207,4.9916735,7.600479,213.08928,13.544999,0.37816668,0.3697917,No
Sumatera Utara,Langkat,2024-07-14,3.8293858,98.24834954,26.900917,82.51727,23.342585,0.0125,0.0125,999.8402,71.5,0.183614,0.7225015,3.898089,5.693565,207.4607,11.46,0.37529168,0.37525,No
Jawa Tengah,Boyolali,2024-07-28,-7.5313771,110.5972919,23.956999,74.81856,18.840332,0,0,964.4994,43.208332,0.18932813,0.83832777,14.711831,21.574188,218.10188,29.099998,0.14408334,0.15720834,No
Kalimantan Timur,Berau,2024-07-06,2.1488862,117.4534366,25.991083,90.1957,24.151499,0.10416667,0.10416667,1006.5068,62.875,0.15551895,0.3682691,5.387675,9.089955,200.90248,14.369999,0.40291667,0.40433335,No
Sulawesi Selatan,Maros,2024-07-20,43.17601,21.15011,25.05125,60.079666,16.097084,0.13333334,0.13333334,915.44727,19.625,0.22516918,1.406059,5.5847063,10.0635195,194.6999,17.039999,0.20154166,0.24158333,No
Banten,Lebak,2024-07-11,-6.032761,106.1636947,26.317333,82.65164,22.95275,0.008333334,0.008333334,1011.1526,63.208332,0.16836607,0.66025496,5.441234,7.9959874,231.66241,12.344999,0.33058333,0.351125,No
Bali,Gianyar,2024-07-01,5.887897,10.011026,18.649416,89.25838,16.778584,0.47083333,0.47083333,870.2574,95.291664,0.10570894,0.2549009,3.7923408,5.1513166,155.85095,12.089999,0.49758333,0.50645834,No
Nusa Tenggara Barat,Sumbawa,2024-08-22,-8.73412725,117.495987,25.105082,73.9183,19.196749,0.016666668,0.016666668,974.6116,86.833336,0.20469618,1.0738806,5.7054367,8.91524,255.74117,16.154999,0.13604167,0.1805,No
Papua,Jayapura,2024-08-13,-2.5387539,140.7037389,26.759417,86.73819,24.307333,0.5375,0.5375,1001.63385,65.041664,0.16636764,0.48201066,6.1408687,9.531267,141.4069,18.885,0.25733334,0.239875,No
Sumatera Selatan,Ogan Komering Ilir,2024-08-29,-4.685645,104.003735,25.664667,62.629414,17.370916,0.025,0.025,958.0864,88.041664,0.20729852,1.3976151,6.556766,9.247477,147.26111,17.369999,0.28075,0.2835,No
Jawa Timur,Jember,2024-08-07,-8.172913,113.703078,26.02325,74.05263,20.739916,0.008333334,0.008333334,1002.8872,57.958332,0.17343831,0.96641994,7.5011168,10.627997,218.6761,15.2699995,0.10541667,0.10633333,No
Kalimantan Barat,Ketapang,2024-08-18,-1.8477454,109.9727296,26.3815,88.17329,24.179417,0.16666667,0.16666667,1009.23267,36.291668,0.1530143,0.43669736,10.414762,16.22867,114.41948,23.97,0.34783334,0.32791665,No
Sulawesi Utara,Bolaang Mongondow,2024-08-04,0.364551,123.760015,17.462667,96.967995,16.9585,0.96250004,0.96250004,885.03705,99.958336,0.08187317,0.06387838,5.2957807,9.00444,163.03114,16.949999,0.427375,0.42166665,No
Lampung,Lampung Tengah,2024-08-25,-4.8728473,105.3260129,28.20025,64.995766,20.45025,0.033333335,0.033333335,1008.6752,38.583332,0.21310763,1.4810976,9.844287,15.740907,154.10106,20.085,0.26654166,0.287375,No
Aceh,Pidie,2024-08-10,5.376525,95.9325752,25.560751,92.40914,24.206583,0.78333336,0.78333336,1009.7618,99.875,0.10039137,0.2628083,4.6206517,6.760248,230.6875,13.5,0.37170833,0.30508333,No
Sumatera Barat,Pasaman,2024-08-01,0.322549,100.171601,18.379583,86.01412,15.84625,0.60833335,0.60833335,858.6899,85.625,0.15249415,0.33558893,2.2501383,3.4446185,179.99648,13.304999,0.36958334,0.327125,No
Jambi,Tanjung Jabung Barat,2024-08-16,-1.6296917,103.6077806,27.961834,74.11646,22.757666,0.0625,0.0625,1006.27277,96.083336,0.15542446,1.025859,7.572155,12.801127,147.29974,17.13,0.25741667,0.277,No
Bengkulu,Kaur,2024-09-19,-3.7922858,102.2623797,25.64725,75.14275,20.680582,0,0,1007.0202,96.541664,0.1962213,0.89661586,8.557914,13.993704,129.70967,19.32,0.266125,0.27866668,No
Gorontalo,Gorontalo Utara,2024-09-12,0.5384433,123.0594971,27.405167,64.1982,19.75725,0,0,1009.0302,83.208336,0.23556688,1.3804612,10.06324,17.38522,123.540016,25.904999,0.20175,0.23970833,No
Maluku,Seram Bagian Barat,2024-09-27,-1.587321,127.435913,25.406584,89.886795,23.577417,0.55,0.55,1001.22375,83.75,0.12177686,0.34625477,4.930785,8.171812,109.82311,13.65,0.48125,0.46758333,No
Papua Barat,Kaimana,2024-09-05,-3.650483,133.730752,26.009335,86.75063,23.586418,0.004166667,0.004166667,1009.8735,74.5,0.17410095,0.4631619,12.564848,18.876846,132.54903,30.345,0.36970833,0.38145834,No
Kalimantan Selatan,Hulu Sungai Selatan,2024-09-23,-2.71258085,115.1587771,27.09475,82.957085,23.68225,0.2625,0.2625,1010.0135,72.458336,0.15099986,0.7019995,5.0543504,8.858647,126.27642,13.964999,0.25083333,0.232125,No
Nusa Tenggara Timur,Flores Timur,2024-09-08,-6.3007783,106.8951092,29.27425,63.72507,21.067999,0.054166667,0.054166667,1006.5611,60,0.23498581,1.6519274,8.493052,13.855416,174.06424,19.5,0.3235,0.28133333,No
Sulawesi Tengah,Toli-Toli,2024-09-14,0.9702508,120.880323,22.749332,75.752075,17.730583,0,0,938.9648,98.833336,0.20562252,0.7941285,7.3250113,10.907371,127.09579,19.38,0.3235,0.34254166,No
Sulawesi Tenggara,Muna,2024-09-01,-4.91914965,122.6918339,26.011333,71.58778,19.961334,0,0,987.6564,43.791668,0.21106611,1.089473,8.958183,15.91356,113.78641,21.015,0.20770833,0.21254167,No
Maluku Utara,Halmahera Selatan,2024-09-30,-1.53437,127.716559,21.743082,93.75915,20.630583,0.35,0.35,925.4823,94.916664,0.13415962,0.1855074,2.7683988,4.061725,120.43817,15.285,0.471875,0.45579165,No
Papua Tengah,Mimika,2024-09-10,-4.51512065,136.8845517,25.2495,91.87288,23.645332,0.5208333,0.5208333,1004.1768,96.125,0.12516555,0.31084925,4.403091,7.1624093,229.55595,15.089999,0.506,0.5017083,No
Papua Pegunungan,Lanny Jaya,2024-10-17,-3.9977349,138.3731165,13.4115,84.47882,10.488583,0.40416667,0.40416667,743.4802,85.291664,0.1580824,0.2969589,4.0349746,5.9206114,143.3769,16.11,0.41666666,0.41545832,No
Papua Selatan,Boven Digoel,2024-10-09,-6.091955,140.401395,25.450333,93.4954,24.221167,1.1041666,1.1041666,1004.9952,95.125,0.13302363,0.24945903,3.6288652,6.7443094,118.28722,11.91,0.50320834,0.50783336,No
Papua Barat Daya,Sorong Selatan,2024-10-25,-1.64305195,132.2549526,27.478582,78.03658,22.622332,0,0,1001.3229,57.666668,0.22496536,0.9907759,6.058005,9.783243,175.09082,14.46,0.37158334,0.38383332,No
Riau,Rokan Hilir,2024-10-03,2.15905705,100.6873775,25.978333,87.77221,23.713749,0.47083333,0.47083333,1010.3221,94.416664,0.14602964,0.4399037,5.694422,8.875104,227.11151,16.244999,0.30633333,0.32058334,No
Jawa Barat,Garut,2024-10-14,-6.934217,107.722257,24.687666,70.90256,18.26475,0.016666668,0.016666668,935.36115,100,0.23598114,1.0852592,8.905358,13.659885,125.06427,22.529999,0.15425,0.20145833,No
Sumatera Utara,Simalungun,2024-10-28,3.025326,98.289185,23.208084,80.90974,19.49975,0.008333334,0.008333334,935.46265,91.083336,0.17695837,0.617054,4.6268187,8.132564,177.141,14.264999,0.28883332,0.31516665,No
Jawa Tengah,Klaten,2024-10-06,-7.7077503,110.5999461,27.904083,70.015976,21.251999,0.054166667,0.054166667,992.73395,62.875,0.23642673,1.29612,10.32572,14.897812,214.08508,22.814999,0.30116665,0.296875,No
Kalimantan Timur,Kutai Timur,2024-10-20,0.9453607,117.0110884,26.570251,81.04252,22.595251,0.42916667,0.42916667,997.165,96.75,0.19588098,0.79494166,5.8113294,10.2309265,148.07137,15.809999,0.409375,0.418875,No
Sulawesi Selatan,Takalar,2024-10-11,-5.40665405,119.5375417,28.988916,72.19417,23.274334,0.45833334,0.45833334,1004.6882,99.541664,0.19000217,1.1812221,6.6486216,10.394997,198.31134,16.185,0.343,0.28849998,No
Banten,Pandeglang,2024-10-01,-6.032761,106.1636947,28.94025,69.23122,22.225666,0.041666668,0.041666668,1009.1925,74.75,0.22025111,1.3783749,4.7941394,7.8775125,178.03697,13.23,0.194625,0.15208334,No
Bali,Tabanan,2024-11-22,5.887897,10.011026,19.622334,73.64793,14.332749,0.0375,0.0375,869.1048,59.291668,0.1650706,0.69653904,6.276628,10.477625,159.10258,18.255,0.34,0.38208333,No
Nusa Tenggara Barat,Dompu,2024-11-13,-8.5164771,118.3312161,28.0425,71.725685,21.563334,0,0,998.89624,51.916668,0.23700894,1.3060349,6.5562897,10.222414,109.61994,17.234999,0.130625,0.15,No
Papua,Biak Numfor,2024-11-29,-1.1836086,136.0816321,27.233583,86.58182,24.7565,0.32916668,0.32916668,1006.0345,99.416664,0.12517074,0.4993569,6.356573,9.747114,91.61807,15.615,0.24075,0.18858333,No
Sumatera Selatan,Lahat,2024-11-07,-3.7195712,103.5448387,25.487667,88.35133,23.293917,0.90833336,0.90833336,999.7447,92.916664,0.1681656,0.42787364,4.3423533,6.8500004,144.31296,12.045,0.49758333,0.50016665,No
Jawa Timur,Probolinggo,2024-11-18,-7.7441461,113.2158401,28.386667,79.48993,24.2325,0.55,0.55,1007.03436,81.916664,0.21232048,0.88030094,6.3844934,8.9069195,142.17068,18,0.21320833,0.13291667,No
Kalimantan Barat,Sintang,2024-11-04,0.1927001,111.5598118,26.194334,87.37638,23.64225,0.40416667,0.40416667,1007.0594,82.708336,0.17174686,0.5183554,3.4819837,5.8703947,182.7472,12.24,0.39670834,0.39075,No
Sulawesi Utara,Minahasa Selatan,2024-11-25,1.2028973,124.6248196,25.425,90.86813,23.802082,0.44583336,0.44583336,990.49304,87.916664,0.12812886,0.31024152,3.2794323,3.8368983,139.71513,12.36,0.307125,0.31275,No
Lampung,Lampung Utara,2024-11-10,-4.8086085,104.8628815,26.708334,85.7459,23.9,0.2625,0.2625,1005.83826,99.5,0.16805433,0.57492936,4.324104,6.646913,217.9709,11.549999,0.43237498,0.42225,No
Aceh,Aceh Timur,2024-11-01,5.57001435,95.33819731,28.703333,69.00643,22.12625,0,0,1010.2656,65.125,0.2410345,1.3126678,12.738109,17.708328,233.89778,27.255,0.22041667,0.30420834,No
Sumatera Barat,Lima Puluh Kota,2024-11-16,-0.593005,100.559547,25.07825,86.551384,22.536585,0.1875,0.1875,968.65576,98.625,0.17181434,0.47471935,3.1483638,5.8046765,203.04492,11.505,0.3595,0.30124998,No
Jambi,Sarolangun,2024-12-19,-2.664286,111.0596967,25.40675,93.78669,24.3005,0.3875,0.3875,1006.4783,99.875,0.07844799,0.21453139,11.397263,19.822348,287.37793,23.429998,0.41795832,0.42208332,No
Bengkulu,Seluma,2024-12-12,-3.817417,102.317951,26.4565,81.62454,22.929417,0.2916667,0.2916667,1004.5528,99.958336,0.1737691,0.671257,12.861645,20.840397,310.58435,27.794998,0.3925,0.39204165,No
